,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
167,168,169,▲1,174,CLEMENT Stef,28,Rabobank Cycling Team,,1:14:171:14:17,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
168,169,170,▲1,145,GOUROV Maxim,32,Pro Team Astana,,1:14:411:14:41,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
169,170,171,▲1,217,HUNTER Robert,34,RadioShack,,1:15:541:15:54,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
170,171,168,▼3,71,CAVENDISH Mark,25,HTC - High Road,,1:17:001:17:00,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
171,172,178,▲6,73,GRETSCH Patrick,24,HTC - High Road,,1:17:181:17:18,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
172,173,172,▼1,35,KRISTOFF Alexander,23,BMC Racing Team,,1:17:481:17:48,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
173,174,173,▼1,25,ERMETI Giairo,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,1:18:011:18:01,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
174,175,174,▼1,189,MØRKØV Michael,26,Saxo Bank - Sungard,,1:18:061:18:06,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
175,176,175,▼1,77,RASMUSSEN Alex,26,HTC - High Road,,1:18:341:18:34,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
176,177,180,▲3,3,CORIONI Claudio,28,Acqua & Sapone,,1:19:591:19:59,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
177,178,179,▲1,53,MÍNGUEZ Miguel,22,Euskaltel - Euskadi,,1:20:161:20:16,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
178,179,185,▲6,203,PETERSON Tom,24,Team Garmin - Cervélo,,1:24:361:24:36,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
179,180,182,▲2,161,CHICCHI Francesco,30,Quickstep Cycling Team,,1:24:501:24:50,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
180,181,181,-,78,RENSHAW Mark,28,HTC - High Road,,1:24:591:24:59,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
181,182,184,▲2,156,FAVILLI Elia,22,Farnese Vini-Neri-Sottoli,,1:25:251:25:25,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
182,183,186,▲3,154,RABOTTINI Matteo,23,Farnese Vini-Neri-Sottoli,,1:25:461:25:46,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
183,184,187,▲3,172,FLENS Rick,28,Rabobank Cycling Team,,1:25:531:25:53,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
184,185,183,▼2,177,VAN EMDEN Jos,26,Rabobank Cycling Team,,1:26:251:26:25,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
185,186,190,▲4,202,LANCASTER Brett,31,Team Garmin - Cervélo,,1:27:401:27:40,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
186,187,188,▲1,158,RICCI BITTI Davide,27,Farnese Vini-Neri-Sottoli,,1:28:311:28:31,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
187,188,191,▲3,209,WILSON Matthew,33,Team Garmin - Cervélo,,1:31:091:31:09,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
188,189,192,▲3,132,BLYTHE Adam,21,Omega Pharma-Lotto,,1:33:381:33:38,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
